Node,Feat3,Feat4,Y
6732,26,17,35
6733,23,17,35
6734,26,17,35
6736,37,17,34
6739,36,17,34
6742,5,17,59
6743,9,17,35
6744,34,17,34
6745,32,17,32
6749,39,17,40
6750,50,17,36
6752,8,17,36
6753,9,17,55
6754,23,17,21
6755,28,17,30
6757,7,17,20
6759,32,17,34
6760,26,17,35
6761,20,17,35
6762,28,17,30
6763,45,17,35
6764,43,17,34
6765,28,17,36
6766,47,17,35
6767,10,17,35
6768,28,17,36
6769,24,17,35
6770,29,17,46
6771,9,17,40
6772,60,17,35
6773,32,17,58
6775,20,17,35
6776,9,17,35
6778,44,17,32
6779,33,17,34
6780,49,17,0
6781,47,17,35
6783,41,17,35
6785,47,17,35
6786,28,17,36
6787,23,17,37
6788,73,17,7
6789,9,17,32
6790,20,17,17
6792,21,17,10
6795,26,17,35
6799,22,17,42
6800,22,17,32
6802,21,17,42
6803,58,17,21
6804,76,17,50
6807,12,17,50
6808,49,17,0
6811,47,17,35
6812,8,17,49
6815,8,17,37
6819,64,17,34
6820,43,17,35
6822,21,17,14
6825,66,17,34
6827,40,17,0
6828,55,17,34
6829,23,17,37
6830,63,17,34
6832,43,17,32
6837,59,17,7
6838,49,17,0
6840,73,17,7
6843,11,17,7
6844,9,17,17
6845,39,17,50
6846,19,17,45
6847,20,17,32
6848,30,17,45
6849,29,17,46
6852,20,17,14
6853,51,17,36
6854,51,17,36
6859,23,17,17
6860,28,17,36
6864,67,17,20
6868,30,17,32
6875,47,17,35
6878,47,17,35
6880,51,17,16
6881,20,17,32
6884,50,17,20
6887,51,17,34
6895,44,17,32
6896,51,17,20
6898,46,17,34
6900,76,17,50
6901,27,17,12
6904,50,17,34
6905,9,17,14
6906,7,17,32
6907,66,17,34
6909,45,17,35
6912,22,17,32
6914,45,17,35
6915,13,17,28
6916,20,17,32
6920,39,17,18
6922,28,17,36
6923,42,17,34
6925,52,17,34
6926,66,17,34
6928,8,17,33
6929,28,17,36
6930,9,17,32
6931,66,17,34
6932,29,17,32
6933,28,17,12
6934,20,17,32
6938,66,17,34
6940,10,17,35
6942,9,17,14
6943,66,17,34
6944,23,17,37
6947,91,17,7
6948,11,17,34
6949,20,17,34
6950,20,17,40
6951,19,17,46
6952,20,17,32
6953,20,17,14
6958,39,17,40
6959,10,17,50
6960,20,17,35
6961,28,17,33
6962,50,17,34
6964,9,17,14
6965,45,17,35
6966,39,17,40
6967,39,17,21
6968,54,17,34
6970,52,17,34
6972,21,17,34
6973,44,17,34
6974,19,17,15
6975,60,17,34
6976,2,17,1
6978,28,17,33
6981,30,17,34
6982,9,17,55
6984,8,17,12
6987,40,17,35
6988,7,17,32
6991,18,17,32
6994,39,17,58
6995,19,17,45
6996,28,17,36
6997,32,17,47
6999,10,17,35
7001,29,17,35
7002,47,17,35
7005,66,17,34
7006,47,17,35
7009,66,17,34
7010,39,17,50
7012,19,17,50
7014,60,17,35
7017,66,17,34
7019,29,17,35
7020,28,17,52
7022,1,17,56
7023,53,17,34
7026,22,17,0
7029,45,17,35
7032,64,17,34
7033,9,17,20
7035,59,17,18
7038,30,17,46
7041,26,17,35
7046,49,17,48
7049,54,17,34
7050,24,17,32
7051,20,17,32
7052,29,17,35
7055,49,17,50
7056,50,17,20
7059,1,17,56
7063,55,17,21
7064,63,17,34
7065,47,17,35
7068,63,17,34
7070,58,17,21
7071,27,17,32
7073,19,17,4
7075,18,17,33
7077,9,17,55
7084,39,17,20
7085,47,17,35
7086,66,17,34
7087,29,17,47
7089,23,17,37
7092,22,17,14
7094,49,17,50
7095,2,17,56
7096,63,17,34
7097,9,17,35
7099,40,17,34
7102,10,17,35
7105,22,17,36
7107,43,17,35
7111,19,17,45
7113,31,17,34
7115,10,17,21
7116,22,17,34
7118,30,17,34
7119,23,17,37
7120,45,17,35
7121,54,17,34
7124,23,17,37
7125,46,17,34
7126,63,17,34
7128,42,17,34
7129,27,17,32
7130,12,17,28
7133,19,17,45
7135,9,17,32
7136,30,17,35
7137,22,17,21
7139,1,17,56
7141,30,17,45
7147,27,17,32
7148,10,17,19
7149,19,17,45
7151,9,18,35
7152,73,18,7
7157,47,18,35
7159,47,18,35
7160,19,18,39
7165,10,18,19
7173,23,18,37
7175,31,18,35
7176,18,18,32
7178,32,18,34
7181,45,18,35
7185,41,18,34
7191,7,18,17
7193,32,18,32
7198,20,18,52
7199,41,18,16
7200,41,18,16
7203,23,18,32
7205,9,18,0
7206,47,18,35
7207,44,18,34
7208,30,18,32
7210,75,18,50
7211,73,18,7
7213,28,18,33
7214,26,18,35
7215,21,18,6
7216,19,18,33
7219,23,18,35
7226,19,18,5
7228,11,18,19
7232,8,18,33
7233,28,19,36
7234,45,19,35
7235,7,19,41
7237,10,19,35
7240,9,19,50
7241,24,19,0
7242,52,19,34
7243,23,19,37
7244,52,19,34
7246,10,19,50
7247,20,19,32
7248,43,19,34
7249,9,19,55
7250,68,19,35
7252,66,19,34
7253,7,19,32
7254,9,19,0
7255,20,19,32
7256,23,19,35
7257,73,19,7
7258,18,19,32
7260,36,19,34
7261,8,19,29
7263,47,19,35
7264,45,19,35
7265,19,19,41
7266,20,19,32
7268,7,19,47
7271,9,20,0
7272,7,20,32
7273,40,20,0
7275,20,20,34
7276,31,20,34
7277,19,20,23
7279,9,20,0
7280,9,20,0
7281,0,20,37
7282,31,20,34
7283,37,20,34
7284,27,20,35
7285,9,20,0
7286,18,20,32
7287,28,20,36
7289,9,20,32
7290,7,20,35
7291,7,20,0
7292,54,20,34
7294,9,20,0
7295,40,20,0
7297,20,20,32
7300,27,20,35
7301,9,20,0
7302,7,20,3
7303,31,20,34
7305,0,20,35
7306,0,20,0
7308,38,20,0
7309,38,20,0
7311,0,20,37
7312,23,20,37
7313,9,20,0
7315,20,20,47
7318,28,20,0
7318,49,20,0
7319,27,20,35
7320,29,20,35
7321,0,20,26
7322,9,20,0
7323,9,20,0
7324,9,20,0
7325,7,20,0
7329,9,20,0
7330,9,20,35
7331,9,20,0
7332,9,20,0
7333,20,20,0
7335,27,20,35
7336,74,20,7
7337,30,20,19
7338,27,20,35
7340,72,20,50
7341,20,20,0
7343,73,20,7
7344,18,20,35
7345,23,20,0
7346,49,20,0
7348,27,20,46
7349,7,20,0
7350,20,20,0
7351,0,20,0
7355,7,20,0
7356,7,20,0
7360,9,20,55
7361,10,20,35
7362,49,20,0
7366,18,20,32
7373,9,20,55
7374,23,20,32
7379,60,20,20
7381,20,20,32
7382,65,20,7
7383,20,20,32
7385,8,20,12
7388,7,20,33
7389,20,20,32
7390,28,20,12
7391,29,20,32
7392,7,20,0
7395,7,20,32
7396,50,20,7
7397,38,20,0
7400,49,20,0
7401,9,20,0
7406,9,20,0
7409,7,20,0
7410,9,20,0
7411,7,20,0
7412,18,20,0
7413,9,20,0
7414,20,20,0
7416,10,20,19
7417,10,20,9
7418,29,20,21
7419,29,20,35
7422,23,20,0
7426,7,20,21
7427,51,20,21
7430,48,20,28
7437,9,20,32
7438,50,20,16
7439,41,20,35
7441,59,20,18
7443,20,20,32
7445,18,20,0
7448,39,20,33
7449,27,20,32
7450,30,20,35
7452,23,20,32
7454,21,20,17
7457,29,20,35
7458,48,20,34
7460,7,20,47
7461,23,20,37
7462,52,20,9
7463,66,20,34
7464,54,20,34
7465,7,20,20
7467,1,20,56
7468,27,20,35
7469,8,20,49
7471,29,20,35
7472,9,20,50
7473,66,20,34
7475,49,20,32
7479,54,20,34
7481,39,20,12
7482,23,20,35
7485,28,20,33
7487,20,20,32
7488,8,20,26
7489,20,20,10
7492,0,20,50
7493,27,20,35
7494,76,20,7
7495,20,20,37
7496,20,20,37
7497,73,20,7
7498,19,20,23
7500,72,20,50
7501,29,20,35
7501,27,20,35
7502,23,20,37
7503,63,20,34
7506,29,20,45
7507,20,20,32
7512,30,20,19
7513,53,20,21
7516,60,20,23
7519,63,20,34
7520,45,20,34
7521,45,20,35
7522,27,20,34
7523,64,20,34
7524,18,20,45
7527,47,20,35
7529,72,20,50
7530,22,20,21
7532,63,20,34
7535,76,20,50
7536,60,20,23
7539,63,20,34
7542,0,20,33
7545,18,20,32
7546,27,20,19
7548,27,20,46
7549,11,20,16
7550,71,20,20
7551,23,20,17
7552,9,20,21
7556,7,20,33
7557,20,20,32
7559,63,20,34
7560,72,20,50
7562,19,20,50
7563,20,20,32
7565,10,20,19
7571,18,20,25
7572,60,20,23
7573,20,20,37
7573,8,20,36
7574,19,20,25
7575,20,20,32
7576,6,20,59
7578,10,20,19
7581,72,20,50
7584,39,20,21
7585,11,20,17
7586,8,20,29
7593,20,20,14
7597,8,20,45
7598,27,20,46
7600,47,20,35
7606,19,20,25
7607,23,20,37
7608,20,20,32
7611,19,20,7
7613,63,20,34
7614,20,20,32
7615,7,20,35
7618,19,20,38
7619,19,20,45
7621,23,20,37
7624,19,20,49
7625,28,20,18
7626,20,20,32
7628,72,20,50
7629,30,20,35
7630,18,20,23
7631,76,20,50
7634,23,20,17
7636,32,20,34
7643,7,20,12
7645,8,20,49
7646,19,20,23
7647,52,20,34
7648,72,20,50
7651,20,20,32
7652,76,20,50
7653,47,20,35
7654,28,20,15
7656,7,20,49
7657,24,20,0
7658,76,20,50
7659,49,20,50
7667,0,20,50
7669,72,20,50
7670,21,20,18
7671,72,20,50
7676,72,20,50
7678,47,20,35
7679,65,20,20
7680,72,20,50
7683,1,20,31
7684,1,20,56
7685,47,20,35
7686,76,20,50
7689,47,20,35
7690,27,20,32
7696,76,20,50
7697,20,20,32
7698,27,20,46
7700,50,20,16
7701,51,20,16
7702,27,20,46
7703,27,20,46
7705,19,20,50
7706,76,20,50
7709,23,20,35
7712,72,20,50
7713,47,20,35
7714,27,20,46
7716,47,20,35
7718,72,20,50
7720,27,20,46
7722,23,20,37
7723,27,20,46
7724,20,20,32
7726,10,20,19
7728,10,20,35
7729,9,20,17
7732,70,20,20
7734,27,20,46
7735,29,20,35
7737,11,20,6
7738,27,20,46
7739,0,20,50
7740,12,20,50
7743,10,20,35
7744,11,20,44
7747,79,20,7
7749,29,20,32
7751,27,20,46
7752,51,20,20
7753,64,20,34
7755,59,20,34
7756,63,20,34
7761,48,20,20
7765,0,20,50
7766,27,20,33
7767,59,20,18
7768,8,20,29
7769,20,20,32
7770,19,20,46
7774,10,20,35
7780,42,20,34
7781,72,20,50
7782,60,20,23
7783,30,20,45
7786,19,20,49
7790,71,20,20
7791,23,20,17
7792,46,20,34
7793,20,20,32
7794,51,20,20
7795,22,20,40
7796,16,20,34
7797,51,20,20
7798,32,20,34
7802,39,20,21
7803,9,20,32
7804,31,20,34
7805,23,20,35
7811,46,21,35
7813,9,21,55
7814,0,21,35
7816,10,21,42
7817,50,21,12
7819,64,21,16
7826,60,21,20
7827,31,21,35
7829,51,21,12
7834,27,21,34
7836,91,21,7
7844,52,21,34
7846,18,21,32
7847,28,21,27
7848,19,21,27
7853,28,21,27
7854,65,21,34
7861,8,21,12
7864,28,21,20
7874,39,21,50
7875,20,21,32
7877,42,21,35
7879,49,21,50
7881,19,21,27
7883,52,21,34
7898,39,21,40
7904,63,21,34
7908,76,21,50
7912,28,21,33
7917,59,21,23
7926,10,21,35
7931,10,21,35
7933,27,21,35
7934,42,21,35
7935,45,21,34
7936,55,21,21
7943,63,21,34
7944,30,21,34
7945,0,21,31
7956,65,21,34
7958,66,21,34
7960,10,21,35
7961,27,21,35
7962,10,21,46
7964,66,21,34
7965,55,21,34
7967,38,21,40
7973,63,21,34
7974,18,21,32
7977,51,21,20
7978,30,21,21
7982,9,21,35
7984,20,21,34
7985,17,21,34
7986,28,21,33
7987,27,21,32
7990,42,21,35
7996,10,21,35
7997,38,21,35
8000,37,21,34
8001,57,21,34
8003,43,21,34
8005,51,21,34
8008,11,21,17
8010,18,21,45
8015,66,21,34
8017,30,21,21
8019,65,21,34
8023,54,21,34
8025,38,21,40
8026,52,21,34
8029,27,21,32
8033,52,21,34
8036,66,21,34
8044,54,21,34
8045,66,21,34
8052,29,21,32
8054,52,21,34
8058,74,21,18
8061,19,21,33
8062,3,21,59
8065,57,21,35
8067,20,21,32
8072,28,21,33
8074,10,21,7
8075,11,21,17
8076,63,21,18
8078,45,21,34
8088,0,21,34
8091,7,21,32
8094,36,21,34
8099,66,21,34
8100,23,21,35
8101,30,21,21
8104,52,21,34
8107,66,21,34
8108,66,21,34
8109,11,21,17
8112,9,21,17
8114,29,21,35
8114,30,21,35
8114,45,21,34
8117,27,21,35
8132,66,21,34
8134,29,21,35
8136,20,21,32
8139,11,21,21
8142,19,21,27
8144,8,21,38
8145,41,21,34
8151,57,21,48
8157,66,21,34
8158,63,21,34
8162,48,21,34
8167,31,21,34
8169,9,21,27
8170,20,21,9
8171,55,21,34
8172,43,21,32
8177,23,21,37
8178,36,21,34
8179,60,21,20
8181,66,21,34
8182,66,21,34
8183,71,21,20
8184,63,21,34
8185,21,21,20
8189,54,21,34
8190,50,21,36
8192,42,21,35
8193,51,21,20
8196,10,21,35
8197,10,21,55
8201,10,21,42
8203,47,21,35
8207,8,21,52
8208,9,21,51
8211,52,21,34
8212,10,21,35
8213,7,21,17
8223,27,21,35
8229,52,21,34
8231,32,21,34
8235,33,21,34
8240,10,21,35
8242,52,21,34
8244,52,21,34
8248,21,21,14
8251,10,21,35
8255,41,21,16
8258,29,21,35
8261,19,21,41
8262,20,21,32
8270,9,21,0
8272,21,21,28
8275,8,21,36
8286,2,21,1
8303,9,21,6
8309,9,21,0
8312,19,21,5
8314,28,21,36
8315,23,21,0
8320,27,21,32
8321,23,21,0
8338,10,21,42
8343,10,21,35
8351,10,22,35
8352,8,22,36
8354,41,22,35
8355,60,22,35
8356,3,22,59
8357,66,22,34
8358,8,22,15
8360,9,22,55
8362,30,22,35
8364,18,22,45
8365,29,22,57
8366,47,22,35
8367,48,22,33
8369,18,22,45
8370,21,22,13
8374,50,22,36
8375,28,22,33
8376,20,22,32
8377,9,22,35
8379,52,22,34
8380,46,22,34
8381,52,22,34
8384,41,22,35
8385,29,22,45
8386,91,22,7
8388,23,22,37
8389,19,22,45
8391,38,22,34
8392,10,22,35
8394,8,22,45
8395,28,22,33
8396,20,22,32
8397,66,22,34
8399,9,22,35
8401,28,22,36
8402,9,22,35
8404,22,22,36
8407,12,22,55
8409,9,22,55
8410,22,22,17
8412,18,22,46
8414,22,22,40
8415,70,22,35
8416,65,22,58
8418,9,22,34
8419,9,22,55
8420,47,22,35
8421,76,22,50
8422,39,22,36
8423,19,22,50
8425,9,22,55
8426,29,22,46
8427,9,22,55
8430,22,22,36
8432,19,22,50
8433,20,22,32
8434,19,22,50
8437,47,22,35
8438,38,22,35
8440,9,22,55
8441,36,22,34
8442,9,22,35
8444,30,22,34
8445,18,22,36
8446,9,22,55
8447,7,22,32
8448,30,22,45
8449,18,22,45
8450,7,22,35
8452,9,22,35
8453,19,22,45
8454,20,22,35
8456,21,22,52
8458,22,22,14
8459,9,22,55
8460,8,22,39
8461,19,22,45
8463,7,22,36
8464,29,22,46
8467,50,22,58
8468,27,22,32
8470,44,22,32
8471,19,22,45
8472,12,22,55
8475,76,22,50
8478,19,22,50
8479,23,22,35
8482,9,22,35
8483,9,22,55
8484,9,22,55
8488,8,22,52
8489,8,22,52
8490,20,22,52
8491,38,22,35
8493,9,22,55
8495,8,22,38
8496,32,22,34
8497,22,22,36
8499,10,22,35
8500,9,22,0
8505,9,22,51
8506,21,22,52
8507,50,22,58
8508,19,22,33
8509,20,22,52
8510,29,22,34
8511,22,22,36
8512,12,22,55
8513,41,22,16
8514,28,22,36
8515,51,22,7
8517,76,22,50
8518,52,22,58
8519,21,22,52
8520,29,22,45
8521,39,22,40
8522,23,22,21
8524,66,22,34
8525,39,22,50
8526,8,22,37
8527,27,22,55
8528,59,22,58
8529,12,22,55
8530,10,22,55
8531,11,22,55
8532,20,22,32
8533,30,22,32
8534,8,22,52
8535,8,22,52
8537,51,22,36
8538,12,22,50
8539,20,22,52
8540,28,22,36
8541,61,22,35
8544,18,22,52
8545,24,22,35
8546,51,22,36
8547,20,22,32
8549,10,22,14
8550,12,22,55
8551,5,22,59
8552,23,22,37
8553,29,22,57
8554,19,22,50
8556,8,22,52
8558,8,22,52
8559,20,22,52
8561,8,22,52
8562,59,22,58
8563,19,22,45
8565,8,22,52
8566,8,22,52
8567,8,22,52
8568,8,22,52
8569,28,22,27
8570,20,22,52
8572,8,22,52
8573,20,22,52
8574,28,22,52
8575,9,22,55
8576,20,22,52
8578,8,22,52
8579,26,22,35
8580,20,22,52
8581,20,22,52
8582,20,22,52
8583,8,22,52
8584,10,22,35
8585,7,22,36
8586,9,22,16
8588,66,22,34
8590,22,22,36
8592,8,22,52
8594,8,22,52
8595,8,22,52
8596,8,22,52
8597,22,22,36
8598,19,22,41
8599,8,22,52
8600,8,22,52
8601,8,22,52
8602,9,22,55
8603,9,22,55
8604,8,22,45
8605,8,22,52
8606,39,22,40
8607,28,22,36
8608,19,22,33
8609,7,22,55
8611,9,22,55
8612,49,22,50
8613,10,22,55
8614,20,22,52
8616,27,22,32
8617,24,22,32
8618,22,22,36
8619,20,22,52
8621,20,22,52
8622,19,22,46
8623,7,22,10
8624,7,22,48
8627,23,22,21
8628,23,22,37
8629,66,22,34
8630,23,22,37
8632,29,22,55
8634,41,22,0
8635,29,22,32
8636,68,22,58
8637,9,22,55
8638,28,22,36
8640,19,22,50
8642,9,22,55
8643,21,22,21
8644,30,22,46
8645,9,22,17
8650,10,22,40
8651,19,22,50
8653,20,22,0
8655,64,22,18
8656,24,22,51
8658,29,22,35
8659,9,22,55
8660,4,22,59
8662,45,22,35
8663,20,22,32
8665,43,22,35
8667,30,22,45
8668,22,22,42
8671,19,22,45
8672,9,22,55
8673,22,22,36
8674,9,22,35
8676,9,22,35
8677,9,22,51
8678,9,22,35
8679,9,22,55
8680,26,22,35
8681,30,22,46
8682,9,22,55
8683,8,22,36
8684,20,22,35
8686,9,22,35
8687,30,22,55
8688,39,22,50
8689,52,22,34
8690,6,22,59
8691,60,22,58
8692,30,22,46
8694,28,22,36
8695,68,22,58
8696,29,22,35
8697,19,22,33
8698,29,22,45
8700,22,22,40
8701,8,22,52
8702,23,22,35
8704,10,22,36
8705,19,22,45
8706,9,22,55
8708,47,22,35
8709,9,22,50
8711,28,22,36
8712,28,22,36
8714,19,22,46
8715,8,22,52
8716,2,22,59
8717,12,22,50
8718,28,22,52
8721,6,22,59
8722,46,22,34
8724,30,22,46
8727,7,22,17
8729,59,22,18
8730,40,22,34
8731,22,22,42
8732,30,22,45
8733,30,22,45
8734,29,22,34
8737,86,22,7
8739,10,22,42
8740,30,22,45
8741,74,22,50
8742,29,22,55
8743,28,22,36
8744,30,22,45
8745,9,22,55
8746,22,22,36
8747,1,22,56
8749,39,22,47
8750,9,22,35
8751,22,22,36
8752,42,22,34
8753,22,22,36
8754,12,22,51
8755,22,22,36
8757,30,22,46
8758,18,22,32
8759,30,22,46
8760,41,22,52
8761,9,22,16
8762,29,22,34
8763,12,22,55
8764,24,22,35
8766,9,22,55
8767,84,22,7
8769,22,22,32
8771,46,22,34
8773,27,22,32
8774,9,22,55
8775,49,22,50
8776,18,22,32
8777,19,22,45
8778,66,22,34
8779,11,22,55
8780,76,22,50
8782,19,22,50
8783,30,22,46
8785,19,22,50
8787,28,22,36
8788,10,22,14
8789,39,22,36
8790,68,22,58
8793,10,22,50
8794,10,22,50
8796,8,22,36
8797,7,22,50
8798,12,22,50
8799,28,22,30
8801,24,22,35
8804,18,22,45
8805,30,22,32
8806,9,22,55
8808,5,22,59
8809,68,22,58
8810,18,22,35
8811,6,22,59
8812,8,22,52
8813,28,22,36
8815,6,22,59
8816,29,22,35
8817,8,22,52
8820,2,22,59
8821,76,22,50
8823,6,22,59
8824,8,22,52
8825,68,22,58
8826,9,22,0
8827,10,22,50
8828,29,22,45
8831,22,22,32
8833,30,22,45
8836,9,22,42
8838,49,22,50
8839,12,22,50
8841,10,22,27
8842,32,22,47
8843,76,22,50
8844,9,22,55
8845,20,22,32
8846,9,22,36
8847,10,22,35
8850,12,22,50
8851,8,22,36
8852,28,22,36
8853,28,22,36
8857,28,22,36
8858,22,22,36
8860,30,22,45
8861,9,22,35
8862,45,22,34
8863,22,22,36
8864,3,22,59
8865,86,22,7
8866,22,22,36
8867,28,22,40
8869,9,22,32
8870,28,22,36
8872,40,22,0
8873,57,22,35
8874,26,22,35
8875,47,22,35
8876,28,22,36
8878,18,22,32
8879,30,22,35
8880,7,22,35
8885,60,22,35
8886,23,22,37
8887,9,22,35
8888,7,22,28
8891,18,22,32
8893,18,22,36
8895,38,22,35
8897,21,22,52
8898,61,22,35
8899,8,22,52
8901,19,22,50
8902,20,22,32
8904,61,22,35
8905,50,22,34
8908,9,22,55
8910,19,22,7
8912,26,22,35
8913,22,22,34
8914,39,22,40
8917,19,22,41
8918,28,22,11
8919,19,22,45
8921,19,22,46
8922,20,22,32
8923,47,22,35
8924,11,22,55
8926,20,22,52
8928,52,22,34
8929,19,22,46
8931,22,22,35
8932,10,22,0
8933,44,22,35
8935,73,22,50
8936,47,22,35
8937,23,22,37
8939,31,22,57
8940,21,22,35
8941,47,22,35
8943,41,22,35
8944,34,22,34
8945,23,22,37
8947,45,22,34
8948,41,22,34
8950,9,22,55
8951,9,22,17
8955,45,22,35
8956,9,22,34
8957,6,22,59
8958,74,22,7
8960,31,22,35
8962,47,22,35
8964,47,22,35
8965,50,22,34
8966,28,22,52
8968,45,22,35
8970,22,22,21
8971,20,22,40
8972,19,22,46
8974,19,22,45
8975,25,22,35
8977,39,22,47
8978,20,22,40
8980,26,22,35
8981,76,22,7
8982,47,22,35
8987,30,22,34
8988,39,22,47
8989,21,22,10
8990,41,22,52
8991,24,22,32
8992,50,22,7
8993,23,22,35
8994,19,22,46
8995,23,22,37
8996,21,22,20
8997,20,22,47
8998,11,22,17
9000,23,22,17
9002,20,22,37
9003,45,22,35
9004,9,22,51
9005,11,22,28
9007,45,22,35
9008,26,22,35
9009,50,22,36
9010,28,22,52
9011,44,22,35
9013,59,22,7
9014,11,22,34
9015,29,22,35
9016,22,22,14
9017,58,22,50
9019,61,22,35
9020,19,22,33
9021,39,22,40
9022,19,22,45
9023,49,22,33
9025,21,22,52
9028,46,22,35
9029,52,22,9
9030,11,22,55
9032,9,22,57
9034,21,22,52
9036,49,22,33
9037,23,22,37
9038,21,22,35
9039,55,22,21
9040,21,22,52
9041,21,22,52
9042,28,22,11
9044,30,22,55
9046,19,22,33
9049,29,22,57
9050,45,22,35
9052,29,22,55
9053,19,22,45
9055,31,22,57
9060,10,22,55
9061,8,22,52
9062,66,22,34
9064,21,22,52
9066,8,22,52
9067,50,22,58
9068,8,22,52
9070,9,22,51
9071,9,22,0
9072,8,22,52
9073,29,22,55
9074,20,22,52
9075,20,22,52
9076,8,22,52
9077,8,22,52
9078,9,22,55
9079,30,22,45
9080,30,22,46
9083,30,22,45
9084,30,22,46
9086,30,22,45
9088,30,22,46
9089,30,22,45
9090,30,22,46
9091,30,22,45
9092,30,22,45
9093,30,22,45
9094,30,22,46
9096,41,22,35
9098,9,22,51
9099,9,22,51
9100,28,22,33
9101,30,22,45
9102,21,22,52
9103,29,22,55
9104,29,22,55
9106,23,22,51
9108,9,22,35
9109,24,22,35
9111,47,22,35
9113,62,22,34
9114,45,22,35
9115,20,22,9
9116,20,22,52
9117,8,22,52
9118,8,22,52
9120,8,22,52
9121,19,22,7
9123,8,22,52
9124,28,22,33
9125,8,22,52
9126,12,22,55
9127,9,22,55
9129,8,22,52
9130,8,22,52
9132,8,22,52
9135,39,22,50
9136,8,22,52
9137,8,22,52
9138,8,22,52
9141,9,22,55
9142,8,22,52
9143,8,22,52
9146,8,22,52
9148,8,22,52
9150,50,22,34
9151,20,22,52
9152,20,22,14
9154,20,22,52
9156,28,22,36
9157,5,22,59
9158,19,22,46
9159,8,22,52
9161,19,22,45
9162,23,22,37
9163,30,22,46
9164,8,22,52
9167,20,22,52
9169,28,22,52
9170,20,22,52
9171,50,22,34
9172,74,22,7
9173,20,22,52
9175,74,22,7
9176,19,22,46
9178,50,22,34
9179,29,22,57
9182,76,22,50
9183,6,22,59
9185,76,22,50
9187,38,22,7
9188,19,22,50
9189,32,22,34
9191,8,22,33
9192,3,22,59
9193,20,22,32
9194,43,22,35
9196,10,22,0
9198,19,22,45
9199,11,22,44
9200,19,22,45
9202,66,22,34
9206,49,22,33
9207,74,22,7
9208,19,22,45
9209,46,22,35
9210,36,22,34
9214,24,22,51
9216,21,22,35
9217,9,22,35
9221,19,22,45
9223,19,22,46
9224,53,22,34
9225,9,22,0
9229,45,22,35
9230,28,22,10
9232,51,22,58
9233,28,22,27
9234,8,22,52
9237,10,22,55
9239,20,22,52
9240,20,22,52
9241,20,22,52
9243,20,22,52
9244,8,22,52
9245,20,22,52
9246,23,22,37
9247,20,22,52
9248,63,22,34
9250,76,22,7
9251,8,22,52
9252,9,22,0
9253,23,22,37
9254,43,22,35
9255,9,22,28
9258,23,22,21
9259,19,22,45
9261,20,22,52
9262,20,22,52
9263,52,22,34
9264,20,22,52
9266,11,22,55
9267,30,22,32
9268,19,22,41
9269,9,22,40
9271,29,22,45
9272,20,22,52
9273,8,22,52
9276,25,22,35
9277,31,22,58
9278,8,22,47
9279,24,22,32
9281,66,22,34
9282,29,22,35
9283,11,22,58
9284,74,22,7
9285,19,22,45
9287,9,22,0
9289,19,22,46
9290,60,22,58
9291,47,22,35
9292,30,22,45
9293,9,22,0
9294,8,22,52
9295,47,22,35
9296,45,22,35
9297,31,22,57
9298,20,22,34
9299,9,22,0
9300,11,22,17
9306,10,22,40
9310,46,22,34
9311,50,22,34
9315,56,22,34
9316,10,22,55
9318,19,22,55
9319,42,22,34
9321,67,22,7
9322,12,22,55
9323,53,22,34
9324,32,22,34
9326,58,22,50
9327,10,22,50
9328,19,22,50
9330,10,22,50
9331,22,22,32
9336,23,22,37
9337,64,22,18
9338,39,22,21
9339,8,22,52
9340,62,22,34
9341,5,22,59
9342,9,22,32
9343,21,22,52
9344,60,22,20
9346,10,22,55
9348,32,22,34
9351,19,22,33
9352,53,22,34
9353,16,22,34
9355,24,22,32
9357,54,22,34
9360,28,22,36
9361,28,22,36
9362,9,22,17
9363,19,22,25
9365,30,22,35
9366,39,22,58
9367,50,22,34
9368,54,22,34
9369,66,22,34
9371,5,22,59
9372,19,22,45
9374,60,22,58
9376,19,22,33
9377,47,22,35
9378,8,22,52
9381,43,22,34
9382,61,22,34
9385,9,22,35
9388,28,22,30
9389,30,22,47
9390,20,22,37
9393,9,22,55
9394,3,22,2
9397,45,22,35
9398,28,22,36
9399,7,22,47
9401,10,22,6
9403,56,22,34
9405,76,22,50
9406,30,22,45
9407,30,22,46
9408,19,22,33
9409,9,22,51
9410,19,22,45
9412,30,22,45
9415,30,22,55
9416,19,22,33
9417,21,22,20
9418,64,22,34
9419,28,22,33
9420,59,22,58
9421,32,22,47
9422,47,22,35
9423,49,22,32
9424,5,22,59
9425,9,22,55
9426,22,22,32
9427,60,22,35
9428,9,22,0
9429,39,22,50
9430,6,22,59
9431,9,22,36
9432,9,22,35
9433,52,22,34
9436,45,22,35
9437,58,22,21
9440,28,22,27
9441,21,22,35
9442,8,22,36
9443,8,22,52
9444,23,22,21
9446,9,22,17
9447,21,22,9
9448,19,22,45
9454,19,22,46
9455,39,22,40
9458,18,22,50
9459,19,22,44
9461,40,22,52
9462,40,22,7
9464,28,22,52
9465,76,22,50
9466,31,22,35
9467,51,22,36
9468,26,22,35
9470,30,22,45
9471,30,22,45
9472,30,22,46
9473,45,22,34
9475,45,22,35
9477,9,22,55
9478,41,22,35
9479,30,22,45
9481,30,22,45
9484,38,22,34
9485,10,22,9
9486,73,22,7
9487,9,22,51
9489,18,22,45
9496,26,22,35
