Node,Y
38547,45
44970,34
81695,35
13800,50
14410,42
3006,50
12294,30
4769,50
25704,34
99270,34
5689,32
46966,34
39034,46
10935,32
61835,34
72953,50
29290,34
78978,34
73631,34
100707,0
30442,34
57334,34
88817,34
13217,34
79989,50
100182,34
105875,34
5266,34
67985,35
21610,30
57049,34
85904,10
40317,40
81830,34
60378,35
8259,34
26071,35
100161,34
2892,34
101435,48
1484,34
21513,35
106391,7
80000,51
91199,7
66004,50
63414,0
36890,40
31328,37
71024,23
12745,34
106219,47
21788,34
99774,47
100364,35
11083,35
100691,50
100167,55
91462,50
77958,14
38519,32
81002,37
68455,12
7425,34
14651,32
101704,37
49937,35
40548,35
14351,45
58616,35
106574,34
11222,37
9153,0
26987,34
66690,42
78243,34
3957,33
97518,40
82173,34
101198,48
100968,45
36299,58
90522,40
45851,32
10569,58
55371,44
40417,19
1419,35
43532,35
98343,59
61764,21
61427,34
81410,34
9835,34
56943,34
62165,40
32565,34
94273,37
80155,34
72655,34
89598,40
98560,50
43594,34
50837,34
14913,30
72595,47
84081,34
63714,0
72684,34
8070,35
21767,7
29036,0
58116,34
61186,32
104009,34
39882,50
34551,35
52393,35
39823,32
32894,32
19024,34
50420,37
92695,7
79223,37
55001,34
88338,37
90488,50
64891,35
31503,40
7310,34
33608,50
68725,35
17892,34
87319,34
70376,35
39834,32
3083,40
31361,51
54807,34
34727,34
1355,34
57258,29
102334,34
103936,34
23187,35
45242,50
62746,35
100666,7
76853,34
99656,35
12843,35
14684,35
28765,34
74733,7
16657,37
26755,37
72110,34
7650,56
75834,32
55566,35
54698,34
25014,32
31434,40
54035,9
97716,36
72850,14
103546,34
38559,34
83901,9
83395,34
106071,50
14966,30
90984,50
84314,35
38061,55
60843,34
16438,34
60528,9
86612,46
96808,17
40937,0
50637,34
59551,46
57400,34
66487,34
31511,34
39861,50
60948,34
70761,32
34950,34
84993,34
18446,35
66671,40
89095,7
5878,33
39770,7
60613,35
29261,34
30212,16
65550,50
96284,35
75209,33
61496,35
49244,34
37727,7
32081,32
9213,34
51100,29
70824,35
86324,34
92907,27
101498,14
90632,37
75455,34
65988,50
81991,34
32339,37
21269,35
48457,34
12635,32
4111,40
58577,32
993,40
5663,34
1408,34
70712,34
94598,47
85632,40
7742,34
105910,40
94534,34
76594,50
72626,35
62624,35
87975,34
26175,34
49022,35
101285,32
28491,34
10971,35
48608,34
101474,34
44062,34
53252,34
4067,36
79246,34
9546,34
12628,35
10934,35
27646,34
6857,34
91826,34
98970,39
18812,35
105263,35
79519,32
50711,50
66136,32
95080,34
74663,34
106467,36
8307,35
57073,58
102794,50
37712,33
14973,34
89865,40
56594,34
92125,34
48374,32
48273,10
83240,35
83867,32
5196,58
53771,34
15977,58
89016,40
51129,4
6411,50
61498,34
32769,34
16636,35
80249,41
86562,34
65566,17
57316,50
334,9
49727,46
9325,35
40126,32
19064,27
27310,55
104877,21
87358,35
33687,34
31292,50
48768,50
48055,34
94648,7
30137,46
15813,45
104025,34
101278,37
27800,16
102652,35
38051,50
60297,34
61954,35
40873,50
35830,34
100362,34
93877,34
47049,34
17365,34
74069,35
66393,34
95501,17
50595,45
46830,34
49648,45
54401,34
83519,34
63092,34
76606,41
55830,25
64055,34
105389,50
44761,34
87749,46
42598,20
51180,35
58076,45
5667,50
38984,34
10756,35
91984,50
94032,32
95712,34
72804,34
615,34
103929,34
83695,34
14254,35
80295,52
105315,32
56172,59
7707,34
11087,30
42569,35
15622,35
47609,50
7293,34
94553,23
48404,32
29741,34
9986,34
67117,34
30094,34
83063,14
64297,18
26705,35
99439,56
44092,34
29119,35
81603,34
28244,35
1429,34
89882,40
2958,50
70361,7
81108,32
101776,37
105601,34
80728,7
91440,7
7893,36
1472,7
58762,12
45188,7
85058,35
55717,34
12686,34
12020,35
27409,58
32155,34
97240,35
50176,50
60794,35
167,7
98941,35
66767,34
45883,35
3717,16
85129,35
18699,34
16483,35
9785,34
94301,34
7785,33
12485,34
24683,34
85065,34
85659,32
69388,34
4576,36
79902,41
42114,34
46698,9
94901,55
80854,34
22466,34
52765,46
21042,50
54321,50
42979,50
84317,19
48458,34
3464,35
89189,35
8710,7
100383,21
32772,34
61546,50
45218,34
33926,48
47446,33
7638,34
106457,32
1017,34
82714,37
69739,0
51005,18
106508,34
51555,32
21791,34
50008,40
3272,35
13117,35
50298,34
75771,35
11266,35
38011,34
39671,7
80783,20
16231,35
14199,34
6821,35
64786,34
3861,50
81360,34
34573,50
105677,59
93471,40
3002,40
7376,34
13047,35
76968,41
84155,34
29634,34
1772,7
73029,35
65257,34
11208,35
42604,7
62160,34
81505,35
3326,34
64224,34
105783,40
104154,34
95173,18
16407,35
45399,34
24837,19
63339,50
29922,35
58073,34
12671,34
84400,35
88293,40
11262,30
87080,35
50515,34
90554,55
105531,34
33254,40
74230,34
17153,18
45667,52
62096,34
24652,0
89352,34
52578,34
49776,34
12634,34
71600,45
53861,34
33765,7
77341,34
10007,35
29988,35
35931,35
103302,46
21753,35
18276,46
79353,63
78423,34
1835,50
32588,34
12894,32
98589,50
54154,45
45309,35
75756,50
91231,34
76016,36
93340,50
77584,34
34144,37
52161,37
68829,36
22908,34
65217,34
43530,35
88141,24
88706,35
95557,34
77005,48
96038,50
90568,55
19339,35
94130,34
92852,46
9059,35
2423,35
9122,34
76939,34
34692,55
12690,35
56278,34
83061,34
23074,34
14472,34
79211,33
71784,34
1802,34
92745,34
48849,37
65609,46
49006,34
50647,35
38335,37
36930,34
19642,34
34460,34
36964,35
28074,35
89711,40
80293,38
44074,9
104017,34
86994,34
91700,35
35258,37
13187,30
37120,32
98558,32
34779,50
14681,35
3608,32
68289,6
22050,35
29603,35
46940,34
56780,37
41982,34
67933,38
99381,19
82335,35
49664,4
59546,34
65254,34
85640,35
85860,34
11888,45
74199,48
20862,34
76945,35
5048,34
81922,32
61980,35
87457,34
16804,35
104921,34
56947,32
26775,34
50208,50
105047,34
100119,20
77159,35
22582,33
28386,34
50772,45
5707,34
92928,40
65671,35
83806,37
86807,32
3247,35
49757,34
41327,34
23978,34
9668,35
52638,35
87475,35
50863,34
77101,41
77868,50
91547,37
29405,34
14807,35
103408,34
24696,50
35362,50
81190,52
63630,34
84089,50
53533,35
52367,45
17806,50
73438,45
100910,50
10621,34
72199,50
96983,34
44729,35
105632,34
99292,47
22099,7
39448,7
83169,34
99809,32
103755,35
94959,34
58595,35
65069,34
42007,34
102854,34
64515,45
9134,49
77873,34
26517,35
6480,17
63897,34
53559,34
6591,34
40353,34
10950,52
88220,34
51009,34
76500,32
42234,34
34631,17
27402,47
37043,7
76671,50
81842,34
36108,34
46222,34
86137,14
54379,34
105481,35
57905,50
242,35
3780,47
77550,34
72258,34
49403,32
55733,34
81542,32
20492,34
84099,40
38910,50
78343,34
75735,34
32462,35
51578,34
93156,34
97603,48
74402,7
105968,32
64008,46
33470,35
78203,35
36568,21
45524,48
103836,45
38202,35
56036,35
14969,34
100777,42
48478,0
23068,50
52292,50
46996,34
70444,7
17628,34
20424,50
11286,35
101332,7
65308,34
36356,20
22819,33
36441,34
63840,34
47344,34
94764,14
20461,35
41695,46
7072,34
37591,6
39140,35
94663,34
26883,34
70938,40
45269,34
25054,37
10933,34
37239,41
78138,34
106669,34
90986,15
54421,56
73863,42
88904,34
98645,42
58504,50
9696,50
48340,34
81612,34
80579,32
30726,0
44870,18
97564,35
99715,37
35310,34
38342,19
41313,50
52277,37
22152,34
54209,9
39956,35
6237,20
58331,6
92207,48
63032,37
8768,32
26097,34
18636,34
78070,35
83093,46
82391,36
22880,42
12970,40
6118,34
70480,32
83218,37
74439,34
97859,34
104776,37
57565,34
12760,35
15453,34
1759,35
53417,34
42546,34
19850,35
40601,7
102551,34
29678,0
14988,40
215,35
99538,34
41924,37
70344,7
32053,47
85721,34
42489,32
64249,17
8363,34
52004,34
20459,7
96032,37
9818,34
30116,37
66978,34
20109,0
101638,36
21550,34
33701,48
91403,48
62984,37
18465,34
60662,34
81747,34
42147,7
73478,35
105479,40
90851,34
74996,40
88066,34
77132,34
28503,34
86213,25
4552,50
14540,34
48105,34
102905,32
84300,34
100186,45
91483,46
51415,34
82988,34
49795,21
70439,34
54416,34
91815,37
48480,50
22345,0
52041,34
23832,35
57488,34
70642,7
88848,11
72211,45
75362,7
99138,37
12518,34
81483,0
8999,35
9404,33
102390,34
88744,34
68843,33
65802,50
90109,37
43104,14
64647,34
49192,17
53984,34
60083,12
26574,35
65703,7
77542,40
94782,34
32150,34
40811,7
54058,34
101005,38
67283,34
72599,34
12345,35
92530,0
1732,40
33166,34
37361,48
89114,34
62834,34
49412,36
36177,32
85804,7
105110,34
59767,32
77913,35
41471,56
48270,50
65664,35
103215,50
61263,29
64602,49
11969,32
33903,48
78424,34
67264,50
77842,32
26547,33
63308,34
84934,50
23422,35
13727,35
8738,35
86339,50
96382,35
82556,34
35909,37
95907,34
48526,50
37168,33
31641,34
87870,37
49054,34
36429,34
79677,7
55881,50
36511,34
13030,34
92415,34
79461,34
23098,35
85485,34
57485,34
87586,38
28139,35
56081,35
83795,50
9579,34
98759,48
22124,35
1192,61
84935,32
73118,34
16377,50
99953,14
46050,34
3711,34
66648,50
57808,34
100181,48
2989,3
1258,35
73735,47
77008,34
22419,9
102121,34
101711,34
101944,34
32175,34
66334,34
40968,34
31803,34
90918,37
92979,34
97230,34
75497,34
90364,34
47928,34
38787,21
77534,50
97620,36
104066,50
19362,35
104362,32
69776,34
82407,35
86583,52
91439,7
34321,50
77492,34
88018,34
103348,40
2012,34
56101,34
12301,35
64120,35
56178,46
62391,34
57580,46
37597,34
15489,34
6223,33
41455,50
36739,7
99990,5
103220,34
48083,34
82704,34
61257,59
61264,50
66243,14
79535,11
88117,50
104763,32
51057,50
64926,50
94344,46
161,34
16773,32
19342,34
80208,32
65220,18
29513,0
105810,45
39599,50
78505,45
65017,33
50617,34
64258,32
5114,35
106107,32
46770,50
58507,50
46641,34
47358,34
16484,33
97491,34
19935,50
49594,34
40229,50
11120,30
56640,35
88839,34
27069,17
58798,34
71586,34
44011,45
80733,55
97903,35
64296,34
38100,7
4863,14
52548,50
34914,35
7491,7
6816,34
96768,42
46986,34
8317,7
57288,37
91476,37
18842,46
72361,34
15837,7
83532,35
44697,50
51506,34
57228,34
94015,46
102875,50
89811,42
75252,0
27051,34
43413,10
97943,35
30521,34
37751,34
78349,33
47538,34
54961,50
8501,34
100658,10
61462,37
95738,47
7483,34
87927,36
79820,17
86764,34
7144,34
72131,35
102931,35
60069,35
47243,35
4681,34
60980,34
13203,34
64845,0
84792,34
62088,0
29060,34
40488,37
82034,38
73282,32
105594,40
20196,34
10601,35
15000,33
106602,37
11355,35
21659,32
106,0
86040,34
94881,9
24,34
64804,37
105333,34
53783,19
40272,34
46336,35
61536,34
99463,35
43658,34
42786,34
71461,35
40722,50
4158,34
71063,35
30972,34
84717,35
35704,47
5457,34
46453,34
7171,50
68769,34
15618,18
59610,34
105887,37
6064,34
18545,34
15095,34
46589,34
62636,47
83810,34
33797,34
78839,35
71629,18
80634,50
12380,35
79848,55
74682,35
6550,34
60114,34
54410,50
103544,32
48392,35
19713,34
46776,45
42045,32
98059,7
72611,32
67055,32
23378,35
71211,56
51605,35
30490,34
100831,36
15516,34
85650,32
14210,34
42084,37
46790,35
6798,23
16396,32
57141,27
39980,40
77904,34
98368,49
70293,34
29014,35
36969,50
23685,0
98061,34
37228,32
104964,35
11644,35
75231,35
15581,34
60521,34
31237,37
39478,34
88604,34
70174,35
23230,38
67874,34
8390,34
30294,7
44931,37
3120,7
48735,50
62320,37
104653,34
58164,34
21665,35
5406,33
52183,34
70216,50
53307,34
88770,34
8907,35
68901,34
13881,35
43593,21
23749,34
61969,32
30264,7
30135,48
85843,41
63191,35
14320,45
88474,40
97509,46
3049,34
75086,35
93650,35
79203,32
69715,34
46894,58
80336,41
32228,34
68230,34
3329,7
20658,34
7784,34
2684,50
60071,34
51001,34
62448,50
36922,34
30224,32
40967,34
25915,35
3635,42
74151,48
62192,37
73733,34
87396,34
68660,34
57635,46
46665,50
14747,5
93520,46
309,18
87078,41
43722,34
89752,34
51632,34
81073,19
23811,35
89301,34
47191,34
34791,35
56896,58
74748,40
18429,40
104677,50
62873,50
63130,32
80100,32
9727,34
18677,34
102603,34
33081,50
80306,34
66666,32
87718,32
53454,37
51328,34
53019,50
71669,37
81526,17
80933,35
105787,34
74493,34
35198,49
61994,50
4422,33
72877,35
11380,35
45979,50
52992,35
53468,50
101028,34
30946,23
1494,21
93463,7
14120,47
540,7
80999,34
84746,34
94086,34
15549,35
8326,37
5527,35
101545,34
58625,32
16199,35
102732,37
43909,20
23482,50
73751,50
64245,32
14799,35
64220,35
40665,32
51822,34
85960,34
93849,56
61873,34
92969,37
103210,21
2161,34
57264,33
101739,34
57577,34
90087,48
83171,32
71826,34
85579,35
43320,34
57409,35
47097,34
67804,35
80651,34
43589,34
19886,34
36456,32
97870,18
72471,35
40441,34
8035,34
92349,7
20981,46
73322,34
11401,35
10052,45
82221,34
34437,16
64345,35
93717,20
27531,32
72148,50
93973,7
4000,34
96847,34
63984,35
92917,7
92871,0
85040,33
31081,35
23114,33
106392,45
16769,34
62605,52
52534,34
10479,32
54118,0
15973,7
100556,34
38924,34
102735,34
28675,0
36722,7
45320,50
28613,34
20611,12
106235,50
10503,35
19880,35
79763,34
101700,34
56417,17
32425,35
5476,35
41157,34
8770,34
68427,35
5999,35
3461,34
102272,35
21583,37
67151,35
101658,35
101114,50
91688,33
44887,7
36993,33
55654,32
67335,40
26416,34
75267,35
40777,35
20635,34
93063,34
52566,50
58257,35
1298,58
27489,34
24225,40
4988,23
71636,37
27526,35
72221,37
51508,34
9704,34
27857,34
96908,46
56811,32
13199,34
60167,35
54593,34
68940,50
106239,34
73567,50
35353,42
52257,35
50705,0
90011,34
6325,34
13395,34
21600,35
49102,23
32152,50
98188,50
86539,32
29849,34
38537,34
33759,34
58142,34
88846,33
77830,37
37560,34
94475,33
97294,48
26617,34
103713,17
102477,50
36157,40
44514,34
22729,34
32500,37
40026,23
45291,56
81174,46
13644,35
76766,41
31997,35
38215,46
45665,35
22166,7
49580,34
23722,32
90482,34
77478,35
11665,30
101066,40
65950,32
90486,50
52787,35
82225,37
27226,34
65015,34
105163,37
103323,40
29115,34
96522,32
9791,7
55803,35
51673,42
75500,34
77033,42
5830,14
71086,12
11482,14
54167,34
101053,40
27275,34
104192,40
96039,34
32145,50
9069,50
57610,34
52472,34
37428,51
44259,34
61568,50
93284,34
101687,34
98955,35
34022,34
95897,10
56211,34
103308,35
47466,34
15227,30
25612,50
13333,34
22832,0
57797,35
48540,35
36783,14
2670,35
25224,34
14086,30
43952,50
16253,34
35323,34
35248,55
21986,35
63474,34
23503,34
32862,34
28103,34
26759,34
76268,50
78323,38
37524,50
18258,34
60536,35
102394,34
14534,34
77223,37
36721,34
79542,37
10949,35
98018,0
77745,34
78255,55
22847,34
84105,35
17977,34
26879,34
31528,32
63676,34
45648,34
57024,32
20806,34
6433,34
37405,34
41716,32
86617,35
38903,34
11628,35
40113,45
22609,0
15380,0
36466,55
42739,45
75518,34
64117,34
61505,34
28371,34
46531,35
19461,0
16004,34
106488,32
21399,0
93139,61
53321,34
17612,45
73335,35
11158,34
16560,37
37802,7
39569,32
77295,34
26512,34
102554,34
12352,35
79885,41
19265,47
66420,19
26954,34
88943,28
42332,35
61422,40
36709,7
9879,35
2992,34
54774,32
83706,35
57180,32
94808,37
80712,34
60351,34
52695,34
57513,35
12475,34
104770,35
23352,35
60168,37
69427,46
50891,34
86327,35
100886,34
78890,50
8429,35
16800,30
55838,34
100959,34
84151,34
18695,34
38562,34
38979,32
29375,34
19312,35
98431,32
86450,35
80729,34
75157,34
72885,50
26754,30
94276,50
45517,50
89622,37
69079,35
99018,10
84923,45
68182,46
29522,35
35758,34
29945,48
106670,34
65247,45
1978,35
15068,37
76623,34
89600,16
4758,40
71578,34
82898,34
35288,34
82778,34
104577,36
67696,50
105851,48
71648,34
58738,34
31411,34
100948,35
11485,34
49078,35
75427,35
73336,50
62387,37
34813,34
58711,34
65075,21
46866,35
35525,34
31059,35
47499,47
21148,34
62509,10
442,52
96089,32
44588,34
76387,37
2221,40
42997,35
68496,37
106300,14
95088,18
13360,7
41419,32
6447,34
100253,34
80878,46
54618,34
67570,7
34770,16
54322,34
75787,35
74227,34
101300,20
20779,34
16670,0
24561,35
59524,34
29684,37
105768,34
47534,34
85661,0
88148,50
14284,34
80957,34
25504,34
82613,50
87044,55
45351,34
26566,16
68731,35
1259,32
42663,34
104175,50
100697,50
6689,7
58706,34
72808,34
43131,37
38605,17
65700,18
10804,34
9984,35
44027,21
1046,34
73916,35
23284,37
75051,34
48980,34
104760,34
46792,34
11828,32
47637,50
59968,50
88271,34
82437,34
61575,34
45161,35
61721,0
20616,7
52204,34
82307,20
73265,32
82610,21
40114,35
58849,34
9456,7
83068,55
14842,30
22818,52
72173,35
40226,20
67672,34
58694,32
90963,7
32794,20
88173,34
98749,19
72163,48
37376,48
97200,34
44734,35
22289,35
39016,34
22730,35
84890,35
90693,34
62903,35
27755,10
86668,34
73544,50
36439,7
86686,32
13862,34
70783,33
70784,56
92681,34
30332,37
41311,34
90289,34
89787,55
82138,32
105576,37
86020,34
77974,50
63804,34
19927,35
26979,48
84150,32
17256,34
63891,40
103600,34
17861,35
3661,34
82131,34
49429,19
79617,34
87871,33
88563,34
45178,34
37051,34
2891,50
39434,7
34049,34
23426,34
513,34
44768,50
90651,34
95751,48
38218,34
100904,48
47675,35
3811,35
73069,32
68908,50
23766,0
88258,33
99813,34
32725,42
16764,30
3864,58
45398,45
5378,34
75865,34
71766,50
55768,34
30477,34
87801,29
619,40
93897,33
97074,34
72162,33
85491,32
33106,34
8481,35
93971,34
96787,33
74921,12
41497,34
33458,19
94755,28
49656,34
15568,37
49550,34
76403,34
81781,35
106339,34
25872,34
77809,40
11771,34
43152,4
22983,40
14317,32
98429,37
3700,48
62279,35
1319,34
67579,33
87340,21
106309,34
82812,41
74565,34
16606,34
24354,0
30953,35
42867,4
28028,34
48818,34
100645,32
87577,34
105600,35
35057,51
101939,34
13628,35
27254,40
32206,34
91094,7
94726,33
72191,34
13038,34
31674,45
88145,50
39303,7
27239,34
7101,34
38263,35
6564,35
28681,34
73968,35
62692,36
99325,34
3676,40
91725,34
90852,37
2664,34
53883,45
27423,30
105872,34
27925,34
89566,17
95625,34
4351,34
93369,35
41831,35
28036,32
81690,35
1561,48
49046,45
70710,35
4787,34
3064,32
34028,34
39438,35
37066,33
84544,50
20902,32
8486,34
40092,33
20890,37
56238,34
19118,35
53354,51
75499,34
53013,35
35031,34
104583,34
62960,37
72831,35
43281,34
42275,34
4983,45
41060,34
37649,40
19453,35
53921,34
75190,40
95770,47
22,7
4329,34
67476,48
40371,34
98191,46
9516,35
106475,34
74810,18
53587,34
63871,34
38463,35
22150,37
17382,35
16612,34
67437,9
31663,35
23194,27
77077,20
83890,32
29176,35
84389,34
94511,32
4971,34
106297,50
67877,50
86454,35
101162,34
2846,34
47001,34
68091,33
75053,34
55639,34
4509,34
94039,33
22235,35
72788,52
30012,32
51601,34
8487,35
67045,34
31450,48
63933,34
23344,34
45859,34
97940,34
29159,34
53110,34
63670,35
9033,34
44897,35
46512,34
93630,49
2234,34
67889,32
59272,34
102097,34
16410,35
13617,34
101345,34
93823,7
101445,17
12851,52
105009,34
91981,7
41146,33
45554,34
6281,42
33602,34
61951,50
44516,56
100989,45
105023,4
85443,34
26893,34
38271,50
18595,34
94380,35
13522,35
4386,19
95434,35
61660,35
57165,32
20741,0
104093,34
44049,32
13223,32
47843,50
18402,52
97531,32
99313,34
16616,35
87151,0
35391,34
94125,34
65706,20
65315,35
37896,37
86401,55
101636,55
5982,34
917,58
69810,34
48780,34
27028,0
66916,48
14154,34
49683,34
21293,0
27166,40
96591,34
41373,34
100662,45
46853,34
101246,35
29063,34
86019,34
98273,7
26480,27
60933,50
8477,35
45571,52
33754,35
65297,34
1983,28
57788,58
94876,52
15089,34
102845,27
90683,50
99159,9
86549,41
93884,32
41469,45
33067,34
61886,34
19465,35
53170,34
45329,32
37831,48
14257,34
60835,35
44268,50
45697,18
63899,34
73960,34
7870,40
64538,45
17687,34
28290,34
78300,50
63266,34
3160,35
8560,35
12888,32
48232,17
32194,7
9761,34
51148,34
16408,35
45680,34
90556,37
61643,50
73412,34
34431,34
100227,34
97444,34
58578,35
83636,33
7930,32
91919,34
53030,56
66696,20
11473,42
62172,34
3334,37
80548,35
84794,34
30859,55
90624,41
51972,34
27907,33
28174,32
90790,34
106664,7
102419,35
90207,34
39028,15
89595,32
33631,34
33456,35
41721,45
76400,32
83461,35
57638,35
9350,23
24949,34
97807,34
86804,34
38806,50
38649,20
36824,46
44416,29
35658,50
49050,35
67204,50
99088,50
59321,32
22782,34
35232,34
74670,16
83677,50
71177,32
50433,34
66262,50
74479,21
19728,34
21968,34
85188,34
44928,34
22930,34
68336,35
49496,34
93387,50
6374,35
49854,0
67903,40
86368,34
50813,32
64530,57
29150,35
5902,7
34175,34
18045,35
105387,32
66151,37
35928,50
19988,35
9974,34
21123,34
919,34
45843,35
45020,50
47488,10
9144,35
24400,34
93338,34
78785,34
61169,50
34360,34
30744,35
81175,37
71519,34
64595,40
42009,17
57804,34
96315,50
105627,7
104356,34
85677,34
93554,34
40808,34
444,35
65850,34
4886,34
43633,34
71290,50
99985,37
33882,34
63349,34
77219,34
87710,9
20567,34
39021,34
64783,18
18392,35
49987,35
48426,45
27558,40
32099,32
49598,32
49082,34
13579,34
40477,7
74343,46
8934,35
46481,34
22711,7
78956,35
19260,47
94840,32
12347,34
74819,50
99643,34
12511,34
94618,34
33792,20
13984,34
18589,34
84457,33
32041,34
50455,6
83987,34
98728,35
83471,19
29435,7
76382,34
34721,34
32593,34
68687,35
40605,34
73362,34
46937,34
76756,34
23246,35
50412,34
20717,12
59071,33
31486,35
82362,45
5278,34
49265,34
63589,35
102467,34
73684,37
81674,34
52497,34
65678,0
106116,37
52605,34
32518,34
49596,40
57133,50
74473,7
4507,34
99833,37
58246,34
105931,34
23731,34
48579,35
59702,34
47221,50
35268,40
105722,34
99503,34
43358,45
82456,45
43624,40
35382,34
49635,34
66649,32
4412,20
96618,34
32781,41
47485,34
22278,34
77581,34
33253,34
86553,34
71124,34
14001,30
60712,12
83067,35
64682,32
62374,46
50407,34
69672,34
58316,46
98034,48
72325,34
71407,35
56687,34
74915,35
8090,7
23530,0
20325,35
14104,34
41559,34
40058,49
16840,0
18455,27
74359,34
4672,34
57744,32
87822,37
28801,35
53333,17
17780,34
91436,34
71254,7
90173,32
53651,51
48244,45
7347,34
59825,34
38772,34
74431,34
102090,35
67067,17
33446,35
21368,51
16935,18
13682,34
22060,35
22463,7
45104,34
49358,34
32799,34
46928,46
68408,34
28289,32
75387,32
29604,7
87140,33
44247,34
51071,34
44817,34
57408,35
103181,34
30304,36
35574,34
92903,34
73359,34
5132,35
39708,50
65674,34
104442,46
63019,34
69749,34
12161,35
59563,56
81974,35
22594,37
91800,34
39122,34
88505,35
105152,14
22600,37
93764,34
30664,34
14769,34
67750,34
81046,25
4967,37
65172,46
88265,50
83647,50
54222,34
11458,52
100575,34
28440,35
72849,34
29366,34
80689,34
13121,9
22802,34
12397,34
92602,56
25860,0
94689,48
104440,34
33638,59
104031,37
48793,50
17107,34
19055,34
15503,35
59004,34
21345,34
41602,34
103720,47
14551,35
8498,35
18430,34
97998,0
4712,13
66722,34
86749,34
34419,50
91482,35
5669,34
781,34
5668,34
58985,58
28444,35
21991,35
29020,34
28661,33
8382,35
1575,50
23226,34
52480,37
21151,0
32134,35
30819,34
84051,34
9746,35
93034,19
91616,50
61532,35
76319,50
106109,35
67074,34
93776,34
53020,34
34494,35
44205,50
15492,35
82072,35
58839,34
30516,7
4026,34
95667,20
101062,34
102373,42
27806,30
83578,34
101040,33
95775,46
26873,7
45406,50
45250,34
40863,34
94878,32
95318,35
46351,35
42210,52
97173,29
69111,35
29443,32
77822,34
35541,21
61935,50
53886,34
31229,50
14883,35
83966,55
28068,33
678,34
75349,35
12459,34
5453,58
4789,34
105326,34
41719,59
36655,34
49758,50
4486,37
88060,32
58947,50
1373,37
15498,34
25989,34
81812,32
63509,35
57217,51
76610,38
73868,35
77795,50
42538,7
58193,34
17404,34
15062,30
68272,37
72051,10
29739,34
45534,35
99267,34
49530,34
30268,34
39657,34
3243,30
30591,35
77915,37
18841,34
36091,14
81255,34
32082,37
55868,32
58773,46
98249,34
25395,34
64917,34
90598,50
50682,35
54457,52
21629,35
19985,50
21415,0
49416,34
83260,34
19264,34
14581,7
78194,6
85573,37
105192,10
85824,59
70905,37
71204,20
103398,34
79249,34
72073,34
101666,35
40093,19
36658,34
85397,41
23901,34
79411,34
3367,34
48728,35
73630,37
72159,38
2141,32
90171,34
63853,0
96986,46
95334,34
34325,34
55525,34
33641,37
47826,17
100039,50
2582,34
44936,45
93866,35
34103,37
91213,40
2251,34
22413,34
99422,50
57839,9
57886,34
72430,35
55844,35
42945,34
27958,35
37535,37
88930,34
67127,40
26779,34
289,32
42554,34
47950,34
91796,40
68059,38
93094,41
101423,34
57545,35
40531,34
28245,40
68845,55
56659,34
11616,18
35359,34
41200,34
89321,34
104146,7
75665,35
18632,35
25241,34
15256,34
36551,32
79943,34
89696,34
18202,35
52306,50
84397,41
18866,37
88457,10
49107,34
19166,34
17227,34
13335,46
80135,34
83868,34
42081,35
63375,34
100035,35
17531,35
49012,34
12440,35
24553,34
97930,34
26273,18
61746,32
18765,11
96774,34
67348,46
73723,35
2866,35
78598,18
74434,7
34557,49
100366,18
99291,47
12042,35
3593,38
85943,0
91806,44
61638,35
10990,35
8765,34
91491,46
82038,35
105815,34
40026,23
50181,33
21098,37
98305,35
26711,34
33317,37
74553,38
462,34
97718,14
90720,50
104820,56
79645,35
3075,56
3854,0
76383,34
94545,34
19057,35
97531,32
81964,34
85208,34
105830,35
49832,7
44368,34
36150,34
90372,7
76536,40
95349,5
52222,34
101563,34
6206,34
46144,50
79094,34
52490,21
69023,34
48833,32
65016,55
11986,14
27066,34
54012,37
101600,9
55533,46
95118,35
20729,34
11955,32
27809,7
73711,21
37922,34
76677,41
76676,34
38447,34
30857,7
79900,55
54414,50
61867,35
103812,32
63069,32
55385,34
64847,52
25052,26
55948,34
60225,35
21793,35
76692,34
4016,34
71744,34
34187,50
37813,34
74868,10
57772,34
104806,56
86315,45
61501,34
54388,35
8406,0
27780,42
92596,50
26801,35
35442,35
82109,0
26765,35
67630,42
96633,35
12365,35
42333,42
57053,35
62503,34
28583,34
35408,34
87518,20
105226,45
65987,46
30510,34
51802,35
76115,41
72533,34
58495,5
53031,33
61945,40
23411,0
50406,34
59052,35
48395,35
69064,50
92642,34
103895,9
89202,34
35948,12
28256,0
67412,34
30259,18
12498,37
85314,50
95717,40
67559,50
4478,37
33442,33
68918,37
37423,34
8877,34
87757,34
46534,35
10555,34
22579,34
35028,33
80944,34
66050,32
65783,58
19604,58
63427,0
12105,30
6491,40
42192,34
7103,34
29454,52
30357,34
84316,34
41008,37
53614,32
30732,40
6945,0
39744,20
100602,34
16459,34
92218,34
40147,32
23613,18
91539,35
98980,18
81075,41
98518,28
27348,32
100638,34
75545,40
4562,15
24344,35
14061,35
1862,32
96545,35
101029,34
41545,34
62990,34
57097,35
96664,7
40201,34
91235,7
68271,34
52615,34
66167,34
106121,34
99641,37
38170,5
97287,35
99699,35
2944,34
47066,46
44402,37
52056,17
17072,35
17364,0
51248,34
65323,34
34833,35
28893,34
86480,32
89026,12
89335,50
8123,7
106114,45
98457,34
103752,50
1235,6
106698,47
86037,34
55602,34
28590,35
41535,35
4618,34
104991,34
53521,50
60887,55
59863,32
73975,34
57977,46
796,34
